titulo,cidade_estado,autoria,ano,link_experiencia
Inquérito Soro-epidemiológico sobre a COVID-19 no Município de Rio Branco - Acre. ,Rio Branco - AC,ÉRICA FABíOLA ARAúJO DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1187_inquerito-soro-epidemiologico-sobre-a-covid-19-no-municipio-de-rio-branco-acre
CUIDANDO DA SAÚDE DA PESSOA IDOSA EM TEMPOS DE PANDEMIA,Rio Branco - AC,VALGERLÂNGELA MARIA SOUSA DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1194_cuidando-da-saude-da-pessoa-idosa-em-tempos-de-pandemia
XAPURI  -  VENCEREMOS A COVID-19,Xapuri - AC,FRANCISCO ANDRADE DA SILVA SOUZA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1188_xapuri-venceremos-a-covid-19
"ATENÇÃO ESPECIALIZADA NA UNIDADE BÁSICA DE SAÚDE – DIMINUINDO O DESLOCAMENTO, FACILITANDO O ACESSO E POSSIBILITANDO A ASSISTÊNCIA AOS USUÁRIOS DO SUS EM MEIO À PANDEMIA DE COVID-19",Arapiraca - AL,GABRIELLE LEITE PACHECO LISBôA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1201_atencao-especializada-na-unidade-basica-de-saude-diminuindo-o-deslocamento-facilitando-o-acesso-e-possibilitando-a-assistencia-aos-usuarios-do-sus-em-meio-a-pandemia-de-covid-19
SAÚDE DO TRABALHADOR: CUIDANDO TÃO BEM DE VOCÊ ,Dois Riachos - AL,ISABELE CRISTINE LOPES BARROS VASCONCELOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1202_saude-do-trabalhador-cuidando-tao-bem-de-voce
A importância da equipe multidisciplinar na retomada dos atendimentos odontológicos eletivos,Jequiá da Praia - AL,PATRICIA LIMA TORRES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1203_a-importancia-da-equipe-multidisciplinar-na-retomada-dos-atendimentos-odontologicos-eletivos
IMPLANTAÇÃO DE CENTRAL DE ATENDIMENTO E APLICATIVO NO ENFRENTAMENTO DO NOVO CORONAVÍRUS EM MACEIÓ ALAGOAS: RELATO DE EXPERIÊNCIA,Maceió - AL,JANAíNA PAULA CALHEIROS PEREIRA SOBRAL,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1204_implantacao-de-central-de-atendimento-e-aplicativo-no-enfrentamento-do-novo-coronavirus-em-maceio-alagoas-relato-de-experiencia
CUIDANDO DE QUEM CUIDA: SAÚDE MENTAL DOS TRABALHADORES DA SECRETARIA MUNICIPAL DE SAÚDE DE MACEIÓ,Maceió - AL,ROSEANE DA SILVA FARIAS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1207_cuidando-de-quem-cuida-saude-mental-dos-trabalhadores-da-secretaria-municipal-de-saude-de-maceio
Telemonitoramento dos Casos de Síndrome Gripal: Implantação de Estratégia para Enfrentamento da COVID -19 na Atenção Primária no Município de Maceió  ,Maceió - AL,EDNALVA MARIA DE ARAUJO SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1208_telemonitoramento-dos-casos-de-sindrome-gripal-implantacao-de-estrategia-para-enfrentamento-da-covid-19-na-atencao-primaria-no-municipio-de-maceio
CUIDANDO DE QUEM CUIDA: LIVES NO INSTAGRAM COMO ELEMENTO DE CAPACITAÇÃO DA SAÚDE MENTAL DE MACEIÓ,Maceió - AL,EDUARDO AUGUSTO DE ALMEIDA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1209_cuidando-de-quem-cuida-lives-no-instagram-como-elemento-de-capacitacao-da-saude-mental-de-maceio
"A URGÊNCIA NA INTEGRAÇÃO DA VIGILÂNCIA EM SAÚDE E DA ATENÇÃO PRIMÁRIA COM O SURGIMENTO DA ATUAL PANDEMIA DA COVID-19: UMA EXPERIÊNCIA DO MUNICÍPIO DE MURICI, ALAGOAS.",Murici - AL,JÉSSICA BAZÍLIO CHAVES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1196_a-urgencia-na-integracao-da-vigilancia-em-saude-e-da-atencao-primaria-com-o-surgimento-da-atual-pandemia-da-covid-19-uma-experiencia-do-municipio-de-murici-alagoas
"PROGRAMA CUIDAR MELHOR: CUIDADO AOS PACIENTES PÓS-ALTA HOSPITALAR PELA COVID-19 NO MUNICÍPIO DE MURICI, ALAGOAS.",Murici - AL,EWERTON CARDOSO MATIAS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1195_programa-cuidar-melhor-cuidado-aos-pacientes-pos-alta-hospitalar-pela-covid-19-no-municipio-de-murici-alagoas
"Bem-me-quer, bem-te-quero: uma proposta de cuidados para os trabalhadores da Atenção Básica em tempos de pandemia da COVID-19
",Murici - AL,VANESSA MARIA BEZERRA  DE GUSMãO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1210_bem-me-quer-bem-te-quero-uma-proposta-de-cuidados-para-os-trabalhadores-da-atencao-basica-em-tempos-de-pandemia-da-covid-19
Educação em Saúde no  Enfrentamento à Pandemia da COVID-19 pela Equipe Multidisciplinar de Saúde Indígena Xucuru Kariri e técnicos da Secretaria Municipal de Saúde,Palmeira dos Índios - AL,THERESA PRISCYLLA MARQUES BARBOSA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1205_educacao-em-saude-no-enfrentamento-a-pandemia-da-covid-19-pela-equipe-multidisciplinar-de-saude-indigena-xucuru-kariri-e-tecnicos-da-secretaria-municipal-de-saude
AÇÕES INTERSETORIAIS NA PREVENÇÃO E CONTROLE DA COVID-19.,Palmeira dos Índios - AL,ALBA CARLA OLIVEIRA FONTES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1211_acoes-intersetoriais-na-prevencao-e-controle-da-covid-19
"FORÇA TAREFA DE COMBATE À COVID-19: UMA AÇÃO CONJUNTA DA SECRETARIA MUNICIPAL DE SAÚDE, MINISTÉRIO PÚBLICO, DEFENSORIA PÚBLICA E POLÍCIA MILITAR.",Santana do Ipanema - AL,RODRIGO DA SILVA AMORIM,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1197_forca-tarefa-de-combate-a-covid-19-uma-acao-conjunta-da-secretaria-municipal-de-saude-ministerio-publico-defensoria-publica-e-policia-militar
comunidade em Ação: Artesãs como aliadas à produção de EPI’s para proteção de servidores e usuários no enfrentamento à COVID-19 em Teotônio Vilela – AL.,Teotônio Vilela - AL,ISABELLA NATáLIA ROCHA DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1198_comunidade-em-acao-artesas-como-aliadas-a-producao-de-epi-s-para-protecao-de-servidores-e-usuarios-no-enfrentamento-a-covid-19-em-teotonio-vilela-al
ABRAÇO TERAPÊUTICO EM TEMPOS DE PANDEMIA,União dos Palmares - AL,MACIELY ALVES FELICIANO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1212_abraco-terapeutico-em-tempos-de-pandemia
Saúde mental em tempos de Coronavírus: Rodas de conversa com profissionais de saúde do município de Viçosa/AL.,Viçosa - AL,ROCHELLY CARNAúBA AMORIM,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1199_saude-mental-em-tempos-de-coronavirus-rodas-de-conversa-com-profissionais-de-saude-do-municipio-de-vicosa-al
Reinventando o cuidado psicossocial diante da pandemia: a continuidade da assistência aos usuários do CAPS de Viçosa-AL por aplicativo WhatsApp.,Viçosa - AL,MARIA DE LOURDES CAVALCANTE BRANDãO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1206_reinventando-o-cuidado-psicossocial-diante-da-pandemia-a-continuidade-da-assistencia-aos-usuarios-do-caps-de-vicosa-al-por-aplicativo-whatsapp
Plantão psicológico ofertado a comunidade do município de Viçosa/AL como enfrentamento a COVID-19,Viçosa - AL,ADELAIDE REGINA ARAúJO DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1200_plantao-psicologico-ofertado-a-comunidade-do-municipio-de-vicosa-al-como-enfrentamento-a-covid-19
PLANEJAMENTO ESTRATÉGICO DAS AÇÕES E SERVIÇOS EM SAÚDE NO ENFRENTAMENTO DO COVID-19 DO MUNICÍPIO DE AUTAZES-AMAZONAS,Autazes - AM,GABRIELA PONTES REBELO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1223_planejamento-estrategico-das-acoes-e-servicos-em-saude-no-enfrentamento-do-covid-19-do-municipio-de-autazes-amazonas
saúde ribeirinha No GERENCIAMENTO PARA ORGANIZAÇÃO DOs SERVIÇOs DE SAÚDE NA UBS FLUTUANTE para ENFRENTAMENTO DA COVID-19 NO MUNICÍPIO de AUTAzES/AM,Autazes - AM,GIGELLIS DUQUE VILAÇA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1226_saude-ribeirinha-no-gerenciamento-para-organizacao-dos-servicos-de-saude-na-ubs-flutuante-para-enfrentamento-da-covid-19-no-municipio-de-autazes-am
"A intersetorialidade na assistência a Saúde de servidores públicos, medidas de comunicação estratégica e a participação da comunidade no Combate a Covid-19 no município de Coari-AM.",Coari - AM,VANDERSON DE SOUZA PEREIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1228_a-intersetorialidade-na-assistencia-a-saude-de-servidores-publicos-medidas-de-comunicacao-estrategica-e-a-participacao-da-comunidade-no-combate-a-covid-19-no-municipio-de-coari-am
"Plano integrado das ações de Vigilância em Saúde com a Atenção Básica: testagem em massa, prevenção, combate e controle da Covid-19 no município de Coari-AM.",Coari - AM,STEFANY CAETANO CORRÊA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1227_plano-integrado-das-acoes-de-vigilancia-em-saude-com-a-atencao-basica-testagem-em-massa-prevencao-combate-e-controle-da-covid-19-no-municipio-de-coari-am
TELECONSULTA EM NUTRIÇÃO COMO ESTRATÉGIA DE ASSISTÊNCIA NUTRICIONAL DURANTE A PANDEMIA DA COVID 19: UMA EXPERIÊNCIA NA APS DO MUNICÍPIO DE MANAUS –AM.,Manaus - AM,LIA FERREIRA DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1229_teleconsulta-em-nutricao-como-estrategia-de-assistencia-nutricional-durante-a-pandemia-da-covid-19-uma-experiencia-na-aps-do-municipio-de-manaus-am
O ambiente virtual de aprendizagem como estratégia de educação permanente em saúde no enfrentamento à COVID-19.,Manaus - AM,ANA LUCIA RAMAN NEVES DA COSTA ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1230_o-ambiente-virtual-de-aprendizagem-como-estrategia-de-educacao-permanente-em-saude-no-enfrentamento-a-covid-19
RODA DE CONVERSA VIRTUAL: CUIDANDO DOS PORTADORES DE ANEMIA FALCIFORME NO CENÁRIO COVID19 EM MANAUS/AM,Manaus - AM,ALINE APARECIDA FERREIRA ARTINI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1225_roda-de-conversa-virtual-cuidando-dos-portadores-de-anemia-falciforme-no-cenario-covid19-em-manaus-am
TRATAMENTO EM PACIENTES COM TUBERCULOSE NA PANDEMIA : POPULAÇÃO EM SITUAÇÃO DE RUA. ,Manaus - AM,ROSIANE PINHEIRO PALHETA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1224_tratamento-em-pacientes-com-tuberculose-na-pandemia-populacao-em-situacao-de-rua
"CUIDADOS INTEGRAIS A POPULAÇÃO DE RISCO NO ENFRENTAMENTO A COVID-19.

",Nova Olinda do Norte - AM,LILIAM RAFAELLE SOUZA DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1231_cuidados-integrais-a-populacao-de-risco-no-enfrentamento-a-covid-19
SETEMBRO AMARELO: MÍDIAS SOCIAIS COMO FERRAMENTA DA APS NA CAMPANHA DE PREVENÇÃO AO SUICÍDIO EM NOVA OLINDA DO NORTE NO CENÁRIO DE ENFRENTAMENTO A COVID-19.,Nova Olinda do Norte - AM,LAENE CONCEIÇÃO GADELHA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1233_setembro-amarelo-midias-sociais-como-ferramenta-da-aps-na-campanha-de-prevencao-ao-suicidio-em-nova-olinda-do-norte-no-cenario-de-enfrentamento-a-covid-19
"Agosto Dourado em Movimento – Um trajeto de incentivo e promoção do aleitamento materno durante o enfrentamento a Covid-19.

",Nova Olinda do Norte - AM,DEBHORAH YLANNE GADELHA DIAS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1232_agosto-dourado-em-movimento-um-trajeto-de-incentivo-e-promocao-do-aleitamento-materno-durante-o-enfrentamento-a-covid-19
AÇÕES DA GESTÃO MUNICIPAL DE PREVENÇÃO E PROTEÇÃO AO ENFRENTAMENTO À COVID-19 NO MUNICÍPIO DE SILVES.,Silves - AM,KATIUSCIA FERREIRA MARQUESS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1234_acoes-da-gestao-municipal-de-prevencao-e-protecao-ao-enfrentamento-a-covid-19-no-municipio-de-silves
GUARDIÕES DA SAÚDE COM AÇÕES INTEGRADAS PARA CONTROLAR A COVID 19 NO MUNICÍPIO DE AMAPÁ-AP,Amapá - AP,WALTERLENY ALMEIDA SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1215_guardioes-da-saude-com-acoes-integradas-para-controlar-a-covid-19-no-municipio-de-amapa-ap
A LUTA CONTRA O INVISÍVEL. CALÇOENE NO COMBATE A COVID 19.,Calçoene - AP,ROSINETE FEITOSA NASCIMENTO ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1213_a-luta-contra-o-invisivel-calcoene-no-combate-a-covid-19
A dimensionalidade em saúde pública nas comunidades ribeirinhas e povos da floresta no município de Laranjal do Jari - Amapá.,Laranjal do Jari - AP,DANYELA DARIENSO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1216_a-dimensionalidade-em-saude-publica-nas-comunidades-ribeirinhas-e-povos-da-floresta-no-municipio-de-laranjal-do-jari-amapa
"APRESENTAÇÃO
AS ESTRATÉGIAS MULTIDISCIPLINAR DE ENFRENTAMENTO À COVID-19 EM SERRA DO NAVIO",Serra do Navio - AP,ELIGIANE SOARES NETO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1214_apresentacao-as-estrategias-multidisciplinar-de-enfrentamento-a-covid-19-em-serra-do-navio
PROGRAMA DE ATENDIMENTO DOMICILIAR DE FISIOTERAPIA TERRESTRE E RIBEIRINHA EM PACIENTES PÓS COVID-19 EM SERRA DO NAVIO.,Serra do Navio - AP,RISELI VERAS DE SOUZA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1217_programa-de-atendimento-domiciliar-de-fisioterapia-terrestre-e-ribeirinha-em-pacientes-pos-covid-19-em-serra-do-navio
ORGANIZAÇÃO DAS AÇÕES DE GESTÃO FRENTE À PANDEMIA DO COVID-19: PLANEJAMENTO ESTRATÉGICO OPERACIONAL DO MUNICÍPIO DE TARTARUGALZINHO PARA CONTINGENCIAMENTO DO NOVO CORONAVÍRUS,Tartarugalzinho - AP,FERNANDA AURISANGELA LIMA DE ARAUJO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1222_organizacao-das-acoes-de-gestao-frente-a-pandemia-do-covid-19-planejamento-estrategico-operacional-do-municipio-de-tartarugalzinho-para-contingenciamento-do-novo-coronavirus
“Reaprender a Respirar”: Reabilitação Fisioterapêutica Pós Covid-19,Tartarugalzinho - AP,CLAUDIA CRISTY COSTA SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1218_reaprender-a-respirar-reabilitacao-fisioterapeutica-pos-covid-19
PROJETO A HORA DO COLABORADOR DA APS,Tartarugalzinho - AP,JéSSICA DOS SANTOS RAMOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1221_projeto-a-hora-do-colaborador-da-aps
COVID-19 NA AMAZÔNIA: OS DESAFIOS E PERSPECTIVAS DA ATENÇÃO PRIMÁRIA EM SAÚDE NO MUNICÍPIO DE  VITORIA DO JARI-AP.,Vitória do Jari - AP,LUCIMARA DO AMARAL SARRAFF,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1219_covid-19-na-amazonia-os-desafios-e-perspectivas-da-atencao-primaria-em-saude-no-municipio-de-vitoria-do-jari-ap
A PROMOÇÃO DA ALIMENTAÇÃO SAUDÁVEL E HÁBITOS DE HIGIENE COMO FERRAMENTAS DE PREVENÇÃO AO COVID19,Vitória do Jari - AP,ALINE LORENNA BATISTA SILVEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1220_a-promocao-da-alimentacao-saudavel-e-habitos-de-higiene-como-ferramentas-de-prevencao-ao-covid19
"ENCONTROS DESCENTRALIZADOS E INDIVIDUAIS COM A EQUIPE DA ASSISTÊNCIA FARMACÊUTICA (AF) PARA ALINHAMENTO, TREINAMENTO E FORTALECIMENTO DAS AÇÕES EM DECORRÊNCIA DA PANDEMIA COVID-19.",América Dourada - BA,GEIZA OLIVEIRA FLOR,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1267_encontros-descentralizados-e-individuais-com-a-equipe-da-assistencia-farmaceutica-af-para-alinhamento-treinamento-e-fortalecimento-das-acoes-em-decorrencia-da-pandemia-covid-19
A ATUAÇÃO MULTIPROFISSIONAL DE RESIDENTES NO ENFRENTAMENTO À PANDEMIA DO NOVO CORONAVÍRUS NO MUNICÍPIO DE BOM JESUS DA LAPA – BA,Bom Jesus da Lapa - BA,SORANE OLIVEIRA DE CASTRO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1245_a-atuacao-multiprofissional-de-residentes-no-enfrentamento-a-pandemia-do-novo-coronavirus-no-municipio-de-bom-jesus-da-lapa-ba
Projeto busca ativa de trabalhadores: Os desafios da prevenção no enfrentamento ao coronavirus em Caetité e área de abrangência,Caetité - BA,MEIRE  CONCEIçãO RODRIGUES DE JESUS OLIVEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1268_projeto-busca-ativa-de-trabalhadores-os-desafios-da-prevencao-no-enfrentamento-ao-coronavirus-em-caetite-e-area-de-abrangencia
APOIANDO PARA UMA CURA  MENOS DOLOROSA,Canudos - BA,SHIRLEIDE FERREIRA DE SOUZA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1246_apoiando-para-uma-cura-menos-dolorosa
A atuação dos Centros de Apoio Intersetorial Covid-19 no município de Catu-Ba,Catu - BA,CALINE DOS SANTOS MENDES ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1235_a-atuacao-dos-centros-de-apoio-intersetorial-covid-19-no-municipio-de-catu-ba
CENTRAL DE MONITORAMENTO E MONITORA COVID CATU-BA,Catu - BA,LIDIANNE ADRIANA DE ANDRADE BARBOSA SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1247_central-de-monitoramento-e-monitora-covid-catu-ba
Implantação do Guia Orientador para o enfrentamento da pandemia Covid-19 na Rede de Atenção à Saúde no município de Catu-Ba,Catu - BA,GEISA MOITINHO DA LUZ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1249_implantacao-do-guia-orientador-para-o-enfrentamento-da-pandemia-covid-19-na-rede-de-atencao-a-saude-no-municipio-de-catu-ba
SUPERAÇÃO COVID-19,Catu - BA,EDNA TELMA GOMES NETA MACHADO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1248_superacao-covid-19
Triagem e Rastreio da População como Estratégia de Enfrentamento à Covid-19 no município de Coribe.,Coribe - BA,SANDRA MONTEIRO RODRIGUES DE OLIVEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1236_triagem-e-rastreio-da-populacao-como-estrategia-de-enfrentamento-a-covid-19-no-municipio-de-coribe
"Vigilância da Covid-19 em Instituições de Longa Permanência para Pessoas Idosas em um município da Bahia: relato de experiência

",Feira de Santana - BA,ISABELA MACHADO SAMPAIO COSTA SOARES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1251_vigilancia-da-covid-19-em-instituicoes-de-longa-permanencia-para-pessoas-idosas-em-um-municipio-da-bahia-relato-de-experiencia
"VIGILÂNCIA EPIDEMIOLÓGICA E DETECÇÃO DOS PRIMEIROS CASOS DE COVID-19 NA BAHIA, BRASIL: A PONTA DO ICEBERG?",Feira de Santana - BA,MARICELIA MAIA DE LIMA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1250_vigilancia-epidemiologica-e-deteccao-dos-primeiros-casos-de-covid-19-na-bahia-brasil-a-ponta-do-iceberg
O uso das novas tecnologias na gestão de Ilhéus-ba evitando um colapso no enfrentamento da SARS COVID 19,Ilhéus - BA,ANDRÉA DICKIE DE ALMEIDA NOGUEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1269_o-uso-das-novas-tecnologias-na-gestao-de-ilheus-ba-evitando-um-colapso-no-enfrentamento-da-sars-covid-19
Estratégia de rastreamento pela  testagem em massa  para Covid-19 uma experiência do município de Ipiaú-BA. ,Ipiaú - BA,LARYSSA ANDRADE SANTOS FERNANDES DIAS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1237_estrategia-de-rastreamento-pela-testagem-em-massa-para-covid-19-uma-experiencia-do-municipio-de-ipiau-ba
VIVÊNCIA DE DETECÇÃO PRECOCE PARA COVID-19 EM INSTITUIÇÃO LONGA PERMANÊNCIA PARA IDOSOS NO MUNICÍPIO DE IPIAÚ-BA ,Ipiaú - BA,GABRIELE PRAZERES DOS SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1238_vivencia-de-deteccao-precoce-para-covid-19-em-instituicao-longa-permanencia-para-idosos-no-municipio-de-ipiau-ba
Práticas de Vigilância Sanitária adotadas frente a pandemia da Covid-19 no município de Ipiaú-Ba,Ipiaú - BA,VANESSA SAMPAIO FONSECA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1252_praticas-de-vigilancia-sanitaria-adotadas-frente-a-pandemia-da-covid-19-no-municipio-de-ipiau-ba
Ação Drive-thru Irará,Irará - BA,POLLIANA LOPES LIMA DOS ANJOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1271_acao-drive-thru-irara
"O papel do Educador Sanitário em tempos de Covid-19

",Irará - BA,MILENA MOTA BRITO GAMA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1270_o-papel-do-educador-sanitario-em-tempos-de-covid-19
"A TELEREABILITAÇÃO ENCURTANDO DISTÂNCIAS , GERANDO RESULTADOS E RESSIGNIFICANDO A FISIOTERAPIA DE IRECÊ-BA EM TEMPOS DE PANDEMIA.",Irecê - BA,SORMANA TORRES FERNANDES LOULA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1253_a-telereabilitacao-encurtando-distancias-gerando-resultados-e-ressignificando-a-fisioterapia-de-irece-ba-em-tempos-de-pandemia
"A SERENATA DO ACOLHIMENTO E AFETO, AMENIZANDO OS IMPACTOS DA PANDEMIA NA POPULAÇÃO IDOSA E TRANSFORMANDO A CAMPANHA DO SETEMBRO AMARELO.",Irecê - BA,NAJARA LEONEL CHALEGRE,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1273_a-serenata-do-acolhimento-e-afeto-amenizando-os-impactos-da-pandemia-na-populacao-idosa-e-transformando-a-campanha-do-setembro-amarelo
"SAÚDE EM MOVIMENTO – HORA MARCADA, GARANTINDO A ATENÇÃO ESPECIALIZADA À POPULAÇÃO EM TEMPOS da PANDEMIA De COVID -19",Irecê - BA,DANIELA BEZERRA GALINDO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1272_saude-em-movimento-hora-marcada-garantindo-a-atencao-especializada-a-populacao-em-tempos-da-pandemia-de-covid-19
